,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,3.199492045236735,5.289525739373796,3.0535115454632398,5.109953201138638,0.9597674578516524,0.9293253163007895,0.9638755324605812,0.9311764975758222,0.6734731573904237,0.5964383976720551,0.6571275323061726,0.5983960259334535,414.26773049645175,719.4777826024047,372.37458081824315,700.6325083224806,0.06729405948777266,0.06088730375276235,0.06713636803322515,0.06104465863618912,0.2594109856728752,0.24675352834916536,0.25910686604801725,0.24707217292967074,Parasitized
1,3.2699502878074522,5.431003319202065,3.1887322104713105,5.262611324723114,0.9645330932421845,0.9359309066139374,0.9647830997344455,0.9384010705418213,0.7002987853801778,0.6423961275935688,0.7025303372369911,0.6455515774552482,418.2764913657782,752.7962798645929,415.98152500325784,723.7724539090931,0.12316246003644675,0.11641069917958623,0.12414019227933618,0.11680163621542454,0.3509450954728485,0.3411901217497163,0.35233534066189864,0.34176254361094716,Parasitized
2,3.085180919474012,5.229855072463698,3.173477218225433,5.132850241545836,0.9606828126021976,0.9288341875182201,0.9602800361031366,0.9291717828047781,0.7062555520967114,0.6251452672825641,0.6901362245265587,0.6256349466195096,395.7968615030205,708.3563285024044,400.51410071942905,704.996038647334,0.06854576754478538,0.061679432425492994,0.06818669841105555,0.061715146211112494,0.2618124663662626,0.24835344254810118,0.26112582869386086,0.248425333271614,Parasitized
3,3.2527056277056494,5.247866739288228,3.065269326121295,5.163534858387672,0.9673733917403713,0.9432262901244816,0.9704976472590638,0.9455722654549465,0.6970118124792266,0.6403067106948311,0.6954591208317037,0.6356174292812945,416.92884199134363,722.1630809731171,377.2544061302723,692.3222131444996,0.12661609890455378,0.11950319036508113,0.12730050827022257,0.11979925305220548,0.355831559736561,0.3456923348370356,0.35679196777705435,0.3461202869700149,Parasitized
4,3.0630165289256195,5.387750049514731,3.203597228365031,5.007476728064945,0.964986117640845,0.9341174514240819,0.9634586521044294,0.9387038180965845,0.7073575020882683,0.6297669220717313,0.6942113979295209,0.6464881531010191,420.9372786304616,786.0162903545229,439.41913607548304,731.2983264012634,0.09810697559822183,0.09014443779736474,0.09746784548978525,0.0909751767791499,0.31322033075492056,0.30024063315508237,0.312198407250558,0.3016209156858156,Parasitized
5,2.837438423645305,4.741402116402159,3.049227481919751,4.8460648148148415,0.9675834611186628,0.9417807258644753,0.9651584387760908,0.9396873267808372,0.7048918048144449,0.6435062903146745,0.6997679868760321,0.6403048155114316,355.7264367816074,633.4470899470977,381.91420118342575,656.2240410052972,0.09355968457537789,0.08673268192669947,0.09269302891909477,0.08635223611652702,0.3058752761754011,0.29450412887886557,0.3044552987206739,0.2938575098862151,Parasitized
6,2.998488165988954,4.623240915773965,2.7410071942446113,4.729311069103104,0.9612438520200841,0.9368730953098029,0.9661605806744291,0.9358288333845171,0.7106984835423817,0.6417500580170683,0.7049516458472408,0.6405846712379539,389.75972265665683,629.4240180634268,341.1514961943477,639.8361163621054,0.08126806954974423,0.07478920266274489,0.0820207727957503,0.07474968369383829,0.28507555059973877,0.27347614642367785,0.28639268984342164,0.27340388383093295,Parasitized
7,2.791060510225606,5.162335937084896,3.4044979410833065,5.132685052340749,0.9675272420948898,0.9320361329920174,0.9579578186318426,0.9337286520937467,0.7028986716576948,0.632373640008681,0.6943678883144057,0.6307818543106638,343.30065359476924,710.4222328497846,443.3782071586907,692.7304320102055,0.08323144599747079,0.07524544333317788,0.08137187082639397,0.07547658239726611,0.28849860657804016,0.2743090288947447,0.28525755174297135,0.27473001728472646,Parasitized
8,3.4026038233355016,5.149715170621037,2.859831029185856,5.2081190199656495,0.9592056947575177,0.9346176166021793,0.9671171295645237,0.9344566095201735,0.7060149249555586,0.6461152651886604,0.7131699429327801,0.6433830780925813,459.455998681606,729.7427133454902,370.88824884792535,731.5397378463491,0.08666719257965438,0.08020805728363112,0.08798034944827801,0.0801029008823881,0.29439292209503676,0.2832102704416475,0.29661481663645534,0.2830245587972678,Parasitized
9,3.343947744437671,5.509867406722189,3.48941272513903,5.738667900092522,0.9625853698063787,0.9339696268314225,0.9615557118203403,0.9312981965033118,0.6896201728019424,0.617225234917859,0.6729475897121092,0.6183635292556283,431.17575015309484,755.8306609106806,442.94407877952887,786.4097543426884,0.10899537883036944,0.10168183690226482,0.10842762847409716,0.10142842429785677,0.33014448175059574,0.3188758957686592,0.3292835077468915,0.31847829486145013,Parasitized
